id,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total
315,Aleksandra Krunic,SRB,female,3/15/1993,1.63,55,tennis,0,0,0,0
316,Aleksandra Patskevich,RUS,female,11/4/1988,1.69,49,aquatics,1,0,0,1
317,Aleksandra Romanova,KAZ,female,12/26/1990,1.68,58,athletics,0,0,0,0
318,Aleksandra Socha,POL,female,3/30/1982,1.74,66,fencing,0,0,0,0
319,Aleksandra Urbanczyk,POL,female,11/13/1987,1.72,64,aquatics,0,0,0,0
320,Aleksandrs Samoilovs,LAT,male,4/6/1985,1.96,98,volleyball,0,0,0,0
321,Aleksei Brianskii,RUS,male,9/14/1997,1.92,82,aquatics,0,0,0,0
322,Aleksei Kurbatov,RUS,male,5/9/1994,1.885,86,cycling,0,0,0,0
323,Aleksejs Rumjancevs,LAT,male,2/13/1986,1.85,90,canoe,0,0,0,0
324,Aleksejs Saramotins,LAT,male,4/8/1982,1.85,75,cycling,0,0,0,0
325,Aleksey Mochalov,UZB,male,2/13/1990,1.86,90,canoe,0,0,0,0
326,Aleksi Ojala,FIN,male,12/9/1992,1.8,62,athletics,0,0,0,0
327,Alemu Bekele,BRN,male,3/23/1990,1.62,59,athletics,0,0,0,0
328,Alen Zasieiev,UKR,male,10/10/1988,1.85,125,wrestling,0,0,0,0
329,Alena Abramchuk,BLR,female,2/14/1988,1.82,95,athletics,0,0,0,0
330,Alena Amialiusik,BLR,female,2/6/1989,1.69,52,cycling,0,0,0,0
331,Alena Furman,BLR,female,5/8/1991,1.79,65,rowing,0,0,0,0
332,Alena Sharp,CAN,female,3/7/1981,1.68,69,golf,0,0,0,0
333,Alena Sobaleva,BLR,female,5/11/1993,1.78,87,athletics,0,0,0,0
334,Alesha Widdall,USA,female,1/3/1990,1.73,65,hockey,0,0,0,0
335,Alessandra Aguilar,ESP,female,7/1/1978,1.65,50,athletics,0,0,0,0
336,Alessandra Patelli,ITA,female,11/17/1991,1.8,70,rowing,0,0,0,0
337,Alessandra Perilli,SMR,female,4/1/1988,1.69,73,shooting,0,0,0,0
338,Alessandro De Marchi,ITA,male,5/19/1986,1.81,66,cycling,0,0,0,0
339,Alessandro Fabian,ITA,male,1/7/1988,1.86,77,triathlon,0,0,0,0
340,Alessandro Nora,ITA,male,5/24/1987,1.91,85,aquatics,0,0,1,1
341,Alessandro Velotto,ITA,male,2/12/1995,1.86,85,aquatics,0,0,1,1
342,Alessia Gennari,ITA,female,11/3/1991,1.84,68,volleyball,0,0,0,0
343,Alessia Maurelli,ITA,female,8/22/1996,1.68,48,gymnastics,0,0,0,0
344,Alessia Orro,ITA,female,7/18/1998,1.8,74,volleyball,0,0,0,0
345,Alessia Polieri,ITA,female,10/21/1994,1.63,55,aquatics,0,0,0,0
346,Alessia Trost,ITA,female,3/8/1993,1.88,70,athletics,0,0,0,0
347,Aletta Jorritsma,NED,female,5/17/1989,1.86,76,rowing,0,0,0,0
348,Alev Kelter,USA,female,3/21/1991,1.68,74,rugby sevens,0,0,0,0
349,Alex Abrines,ESP,male,8/1/1993,1.98,93,basketball,0,0,1,1
350,Alex Amankwah,GHA,male,3/2/1992,1.895,83.5,athletics,0,0,0,0
351,Alex Beddoes,COK,male,7/9/1995,1.81,74,athletics,0,0,0,0
352,Alex Bowen,USA,male,9/4/1993,1.96,102,aquatics,0,0,0,0
353,Alex Casasayas,ESP,male,2/17/1988,1.83,78,hockey,0,0,0,0
354,Alex Cejka,GER,male,12/2/1970,1.68,65,golf,0,0,0,0
355,Alex Garcia,BRA,male,3/4/1980,1.92,102,basketball,0,0,0,0
356,Alex Garcia Mendoza,CUB,male,6/2/1993,1.86,110,judo,0,0,0,0
357,Alex Gregory,GBR,male,3/11/1984,1.98,97,rowing,1,0,0,1
358,Alex Hua Tian,CHN,male,10/25/1989,1.9,70,equestrian,0,0,0,0
359,Alex Kennedy,NZL,male,10/13/1992,1.96,96,rowing,0,0,0,0
360,Alex Maloney,NZL,female,3/19/1992,1.58,56,sailing,0,1,0,1
361,Alex Morgan,USA,female,7/2/1989,1.7,59,football,0,0,0,0
362,Alex Obert,USA,male,12/18/1991,1.96,105,aquatics,0,0,0,0
363,Alex Ranghieri,ITA,male,6/18/1987,2,94,volleyball,0,0,0,0
364,Alex Roelse,USA,male,1/10/1995,2.04,115,aquatics,0,0,0,0
365,Alex Rose,SAM,male,11/17/1991,1.96,90.5,athletics,0,0,0,0
366,Alex Sobers,BAR,male,11/13/1998,1.88,66,aquatics,0,0,0,0
367,Alex William Pombo Silva,BRA,male,7/21/1988,1.74,73,judo,0,0,0,0
368,Alex Wright,IRL,male,12/19/1990,1.75,62,athletics,0,0,0,0
369,Alex di Giorgio,ITA,male,7/28/1990,1.85,75,aquatics,0,0,0,0
370,Alexa Moreno,MEX,female,8/8/1994,1.47,45,gymnastics,0,0,0,0
371,Alexander Belonogoff,AUS,male,4/17/1990,1.87,90,rowing,0,1,0,1
372,Alexander Brouwer,NED,male,11/3/1989,1.98,90,volleyball,0,0,1,1
373,Alexander Bryukhankov,RUS,male,4/12/1987,1.84,79,triathlon,0,0,0,0
374,Alexander Bury,BLR,male,9/14/1987,1.84,94,tennis,0,0,0,0
375,Alexander Choupenitch,CZE,male,5/2/1994,1.96,89,fencing,0,0,0,0
376,Alexander Edmondson,AUS,male,12/22/1993,1.84,76,cycling,0,1,0,1
377,Alexander Fransson,SWE,male,4/2/1994,1.8,75,football,0,0,0,0
378,Alexander Gehbauer,AUT,male,4/24/1990,1.85,70,cycling,0,0,0,0
379,Alexander Hartmann,AUS,male,3/7/1993,1.98,91,athletics,0,0,0,0
380,Alexander Hendrickx,BEL,male,8/6/1993,1.85,82,hockey,0,0,0,0
381,Alexander Hill,AUS,male,3/11/1993,1.93,91,rowing,0,1,0,1
382,Alexander Horst,AUT,male,12/20/1982,1.86,88,volleyball,0,0,0,0
383,Alexander Huber,AUT,male,7/25/1985,1.79,64,volleyball,0,0,0,0
384,Alexander John,GER,male,5/3/1986,1.85,84,athletics,0,0,0,0
385,Alexander Karwoski,USA,male,9/16/1990,1.94,90,rowing,0,0,0,0
386,Alexander Kosenkow,GER,male,3/14/1977,1.78,74,athletics,0,0,0,0
387,Alexander Leksell,SWE,male,2/14/1997,1.76,78,football,0,0,0,0
388,Alexander Lerionka Sampao,KEN,male,12/31/1996,1.805,67,athletics,0,0,0,0
389,Alexander Lesun,RUS,male,7/1/1988,1.85,74,modern pentathlon,1,0,0,1
390,Alexander Lloyd,AUS,male,12/17/1990,1.89,89,rowing,0,0,0,0
391,Alexander Massialas,USA,male,4/20/1994,1.88,81,fencing,0,1,1,2
392,Alexander Milosevic,SWE,male,1/30/1992,1.92,77,football,0,0,0,0
393,Alexander Molerio Quintana,CUB,male,9/19/1991,1.69,75,shooting,0,0,0,0
394,Alexander Naddour,USA,male,3/4/1991,1.71,70,gymnastics,0,0,1,1
395,Alexander Peya,AUT,male,6/27/1980,1.82,80,tennis,0,0,0,0
396,Alexander Russo,BRA,male,7/26/1994,1.73,61,athletics,0,0,0,0
397,Alexander Schmirl,AUT,male,9/19/1989,1.76,95,shooting,0,0,0,0
398,Alexander Shatilov,ISR,male,3/22/1987,1.83,77,gymnastics,0,0,0,0
399,Alexander Shibaev,RUS,male,9/9/1990,1.92,80,table tennis,0,0,0,0
400,Alexander Sigurbjornsson,ESP,male,12/13/1988,1.8,80,rowing,0,0,0,0
401,Alexander Sukhorukov,RUS,male,2/22/1988,1.96,93,aquatics,0,0,0,0
402,Alexander Volkov,RUS,male,2/14/1985,2.1,90,volleyball,0,0,0,0
403,Alexandr Spac,MDA,male,11/21/1989,1.64,77,weightlifting,0,0,0,0
404,Alexandr Yemelyanov,KAZ,male,1/1/1984,1.84,97,canoe,0,0,0,0
405,Alexandr Zaichikov,KAZ,male,8/17/1992,1.8,105,weightlifting,0,0,1,1
406,Alexandra Burghardt,GER,female,4/28/1994,1.81,70,athletics,0,0,0,0
407,Alexandra Danson,GBR,female,5/21/1985,1.67,56,hockey,1,0,0,1
408,Alexandra Hagan,AUS,female,3/21/1991,1.82,75,rowing,0,0,0,0
409,Alexandra Keresztesi,ARG,female,4/26/1983,1.83,72,canoe,0,0,0,0
410,Alexandra Lacrabere,FRA,female,4/27/1987,1.77,73,handball,0,1,0,1
411,Alexandra Longova,SVK,female,2/7/1994,1.73,51,archery,0,0,0,0
412,Alexandra Martinez,BRA,female,9/16/1981,1.77,68,handball,0,0,0,0
413,Alexandra Mirca,MDA,female,10/11/1993,1.68,70,archery,0,0,0,0
414,Alexandra Nemich,KAZ,female,1/3/1995,1.68,46,aquatics,0,0,0,0
415,Alexandra Oquendo,PUR,female,2/3/1984,1.89,75,volleyball,0,0,0,0
416,Alexandra Popp,GER,female,4/6/1991,1.74,65,football,1,0,0,1
417,Alexandra Privalova,BLR,female,10/29/1987,1.78,66,table tennis,0,0,0,0
418,Alexandra Raisman,USA,female,5/25/1994,1.58,52,gymnastics,1,2,0,3
419,Alexandra Razarenova,RUS,female,7/17/1990,1.68,56,triathlon,0,0,0,0
420,Alexandra Tavernier,FRA,female,12/13/1993,1.7,82,athletics,0,0,0,0
421,Alexandra Touretski,SUI,female,9/20/1994,1.7,58,aquatics,0,0,0,0
422,Alexandra Wenk,GER,female,2/7/1995,1.8,63,aquatics,0,0,0,0
423,Alexandra Wester,GER,female,3/21/1994,1.8,64,athletics,0,0,0,0
424,Alexandre Ayache,FRA,male,9/20/1982,1.8,80,equestrian,0,0,0,0
425,Alexandre Bouzaid,SEN,male,6/29/1981,1.68,75,fencing,0,0,0,0
426,Alexandre Camarasa,FRA,male,6/10/1987,1.93,100,aquatics,0,0,0,0
427,Alexandre Camargo,BRA,male,4/25/1999,1.77,75,fencing,0,0,0,0
428,Alexandre Haldemann,SUI,male,3/8/1995,1.86,81,aquatics,0,0,0,0
429,Alexandre Iddir,FRA,male,2/21/1991,1.84,90,judo,0,0,0,0
430,Alexandre de Paeuw,BEL,male,10/7/1988,1.78,75,hockey,0,0,0,0
431,Alexandres Gounas,GRE,male,10/3/1989,1.79,73,aquatics,0,0,0,0
432,Alexandrina Cabral,ESP,female,5/5/1986,1.75,62,handball,0,0,0,0
433,Alexandro Pozzer,BRA,male,12/21/1988,1.92,107,handball,0,0,0,0
434,Alexandros Papamichail,GRE,male,9/18/1988,1.78,63,athletics,0,0,0,0
435,Alexei Klimov,RUS,male,8/27/1975,1.82,88,shooting,0,0,0,0
436,Alexei Sancov,MDA,male,10/15/1999,1.88,85,aquatics,0,0,0,0
437,Alexej Prochorow,GER,male,3/30/1990,1.91,138,weightlifting,0,0,0,0
438,Alexey Alipov,RUS,male,8/7/1975,1.74,80,shooting,0,0,0,0
439,Alexey Cheremisinov,RUS,male,7/9/1985,1.83,75,fencing,1,0,0,1
440,Alexey Denisenko,RUS,male,8/30/1993,1.85,68,taekwondo,0,1,0,1
441,Alexey Dergunov,KAZ,male,9/16/1984,1.87,95,canoe,0,0,0,0
442,Alexey Verbov,RUS,male,1/31/1982,1.83,79,volleyball,0,0,0,0
443,Alexey Yakimenko,RUS,male,10/31/1983,1.84,80,fencing,0,0,0,0
444,Alexi Pappas,GRE,female,3/28/1990,1.84,82.5,athletics,0,0,0,0
445,Alexis Gonzalez,ARG,male,7/21/1981,1.84,85,volleyball,0,0,0,0
446,Alexis Raynaud,FRA,male,8/19/1994,1.72,78,shooting,0,0,1,1
447,Alexis Santos,POR,male,3/23/1992,1.85,74,aquatics,0,0,0,0
448,Alexis Soto,ARG,male,10/20/1993,1.64,66,football,0,0,0,0
449,Alexis Vuillermoz,FRA,male,6/1/1988,1.73,60,cycling,0,0,0,0
450,Alexus Laird,SEY,female,3/11/1993,1.72,61,aquatics,0,0,0,0
451,Alfonso Antonio Leyva Yepez,MEX,male,1/6/1993,1.81,85,wrestling,0,0,0,0
452,Alfonso Benavides Lopez de Ayala,ESP,male,3/9/1991,1.82,86,canoe,0,0,0,0
453,Alfred Kipketer,KEN,male,12/28/1996,1.67,60,athletics,0,0,0,0
454,Alfredo Campo,ECU,male,3/2/1993,1.92,90,cycling,0,0,0,0
455,Alfredo Talavera,MEX,male,9/18/1982,1.88,84,football,0,0,0,0
456,Alhussein Gambour,LBA,male,8/21/1989,1.75,68,rowing,0,0,0,0
457,Ali Adnan,IRQ,male,12/19/1993,1.8,76,football,0,0,0,0
458,Ali Elghrari,LBA,male,1/31/1997,1.845,75.66666667,archery,0,0,0,0
459,Ali Eren Demirezen,TUR,male,4/2/1990,1.89,75.33333333,boxing,0,0,0,0
460,Ali Faez,IRQ,male,9/9/1994,1.84,75,football,0,0,0,0
461,Ali Hashemi,IRI,male,11/1/1991,1.78,93,weightlifting,0,0,0,0
462,Ali Hisny,IRQ,male,5/23/1994,1.77,70,football,0,0,0,0
463,Ali Kaya,TUR,male,4/20/1994,1.75,54,athletics,0,0,0,0
464,Ali Khalafalla,EGY,male,5/13/1996,1.82,78,aquatics,0,0,0,0
465,Ali Khamis Khamis,BRN,male,6/30/1995,1.82,70,athletics,0,0,0,0
466,Ali Krieger,USA,female,7/28/1984,1.68,63,football,0,0,0,0
467,Ali Messaoudi,ALG,male,10/13/1995,1.78,63,athletics,0,0,0,0
468,Ali Nouisri,TUN,male,1/20/1994,1.84,75,cycling,0,0,0,0
469,Ali Pakdaman,IRI,male,8/23/1990,1.93,94,fencing,0,0,0,0
470,Ali Riley,NZL,female,10/30/1987,1.63,57,football,0,0,0,0
471,Ali Suljic,SWE,male,9/18/1997,1.89,80,football,0,0,0,0
472,Ali Yousef Al Rumaihi,QAT,male,8/26/1981,1.77,86,equestrian,0,0,0,0
473,Ali Zein Mohamed,EGY,male,12/14/1990,1.9,83,handball,0,0,0,0
474,Alia Atkinson,JAM,female,12/11/1988,1.73,71,aquatics,0,0,0,0
475,Alia Saeed Mohammed,UAE,female,11/13/1993,1.58,54,athletics,0,0,0,0
476,Aliaksandr Bersanau,BLR,male,9/1/1992,1.76,94,weightlifting,0,0,0,0
477,Aliaksandr Buikevich,BLR,male,11/19/1984,1.91,80,fencing,0,0,0,0
478,Aliaksandr Liakhovich,BLR,male,7/4/1989,1.72,65,athletics,0,0,0,0
479,Aliaksandra Herasimenia,BLR,female,12/31/1985,1.74,58,aquatics,0,0,1,1
480,Aliaksandra Tarasava,BLR,female,6/23/1988,1.7,64,basketball,0,0,0,0
481,Aliaksei Mzhachyk,BLR,male,6/30/1996,1.9,136,weightlifting,0,0,0,0
482,Alican Kaynar,TUR,male,10/30/1988,1.91,98,sailing,0,0,0,0
483,Alice Aprot Nawowuna,KEN,female,1/2/1994,1.52,54,athletics,0,0,0,0
484,Alice Ingley,AUS,female,1/13/1993,1.72,80,archery,0,0,0,0
485,Alice Mizzau,ITA,female,3/18/1993,1.8,65,aquatics,0,0,0,0
486,Alice Naber-Lozeman,NED,female,5/7/1971,1.68,62,equestrian,0,0,0,0
487,Alice Richardson,GBR,female,5/14/1987,1.72,69,rugby sevens,0,0,0,0
488,Alice Schlesinger,GBR,female,5/26/1988,1.65,65,judo,0,0,0,0
489,Alice Sinno,ITA,female,9/8/1992,1.75,69,sailing,0,0,0,0
490,Alice Sotero,ITA,female,5/28/1991,1.66,53,modern pentathlon,0,0,0,0
491,Alicia Blagg,GBR,female,10/21/1996,1.65,65,aquatics,0,0,0,0
492,Alicia Brown,CAN,female,1/21/1990,1.65,57,athletics,0,0,0,0
493,Alicia Cebrian Martinez de Lagos,ESP,female,2/3/1983,1.68,68,sailing,0,0,0,0
494,Alicia Coutts,AUS,female,9/14/1987,1.76,69,aquatics,0,0,0,0
495,Alicia Magaz,ESP,female,5/24/1994,1.61,60,hockey,0,0,0,0
496,Alicia Quirk,AUS,female,3/28/1992,1.73,64,rugby sevens,1,0,0,1
497,Alicja Tchorz,POL,female,8/13/1992,1.76,68,aquatics,0,0,0,0
498,Alin Alexuc Ciurariu,ROU,male,2/3/1990,1.91,105,wrestling,0,0,0,0
499,Alin Coste,ROU,male,2/17/1992,2.01,95,aquatics,0,0,0,0
500,Alin George Moldoveanu,ROU,male,5/3/1983,1.73,73,shooting,0,0,0,0
501,Alina Armas,NAM,female,12/10/1983,1.66,53,athletics,0,0,0,0
502,Alina Fodorova,UKR,female,7/31/1989,1.75,65,athletics,0,0,0,0
503,Alina Komashchuk,UKR,female,4/24/1993,1.69,75,fencing,0,1,0,1
504,Alina Logvynenko,UKR,female,7/18/1990,1.8,67,athletics,0,0,0,0
505,Alina Rotaru,ROU,female,6/5/1993,1.75,57,athletics,0,0,0,0
506,Alina Stadnik Makhynia,UKR,female,1/3/1991,1.65,69,wrestling,0,0,0,0
507,Alina Talay,BLR,female,5/14/1989,1.64,57,athletics,0,0,0,0
508,Aline,BRA,female,4/15/1989,1.62,60,football,0,0,0,0
509,Aline Focken,GER,female,5/10/1991,1.77,73,wrestling,0,0,0,0
510,Aline da Silva Ferreira,BRA,female,10/18/1986,1.78,80,wrestling,0,0,0,0
511,Aliona Dubitskaya,BLR,female,1/25/1990,1.8,76,athletics,0,0,0,0
512,Alireza Khojasteh,IRI,male,3/28/1997,1.82,66,judo,0,0,0,0
513,Alireza Mohammad Karimimachiani,IRI,male,3/21/1994,1.75,86,wrestling,0,0,0,0
514,Alisa Kano,USA,female,11/7/1994,1.63,47,gymnastics,0,0,0,0
515,Alisa Kiriliuk,RUS,female,7/9/1990,1.65,57,sailing,0,0,0,0
516,Alise Post,USA,female,1/17/1991,1.58,56,cycling,0,1,0,1
517,Alisha Glass,USA,female,4/5/1988,1.84,72,volleyball,0,0,1,1
518,Alison Cerutti,BRA,male,12/7/1985,2.03,102,volleyball,1,0,0,1
519,Alison Young,GBR,female,5/29/1987,1.82,70,sailing,0,0,0,0
520,Alistair Bond,NZL,male,8/16/1989,1.86,71,rowing,0,0,0,0
521,Alistair Brownlee,GBR,male,4/23/1988,1.84,70,triathlon,1,0,0,1
522,Aliya Mustafina,RUS,female,9/30/1994,1.61,48,gymnastics,1,1,1,3
523,Aliyah Abrams,GUY,female,4/3/1997,1.63,53,athletics,0,0,0,0
524,Alize Cornet,FRA,female,1/22/1990,1.73,63,tennis,0,0,0,0
525,Alla Cherkasova,UKR,female,5/5/1989,1.65,75,wrestling,0,0,0,0
526,Alla Shishkina,RUS,female,8/2/1989,1.7,56,aquatics,1,0,0,1
527,Allan Banegas,HON,male,10/4/1993,1.8,76,football,0,0,0,0
528,Allan Fa'alava'au,AUS,male,11/15/1993,1.7,87,rugby sevens,0,0,0,0
529,Allan Gutierrez,HON,male,8/12/1993,1.78,79,aquatics,0,0,0,0
530,Allan Julie,SEY,male,3/23/1977,1.81,91,sailing,0,0,0,0
531,Allan Norregaard,DEN,male,3/19/1981,1.73,67,sailing,0,0,0,0
532,Allan do carmo,BRA,male,8/3/1989,1.74,73,aquatics,0,0,0,0
533,Allans Vargas,HON,male,9/25/1993,1.84,69,football,0,0,0,0
534,Allar Raja,EST,male,6/22/1983,1.9,95,rowing,0,0,1,1
535,Allie Long,USA,female,8/13/1987,1.72,59,football,0,0,0,0
536,Allison Beveridge,CAN,female,6/1/1993,1.69,62,cycling,0,0,1,1
537,Allison M. Brock,USA,female,12/7/1979,1.68,58,equestrian,0,0,1,1
538,Allison Pineau,FRA,female,5/2/1989,1.81,66,handball,0,1,0,1
539,Allison Schmitt,USA,female,6/7/1990,1.86,74,aquatics,1,1,0,2
540,Allistar Clarke,SKN,male,10/3/1990,1.87,71,athletics,0,0,0,0
541,Allysha Chapman,CAN,female,1/25/1989,1.6,58,football,0,0,1,1
542,Allyson Felix,USA,female,11/18/1985,1.68,56,athletics,2,1,0,3
543,Allyson Ponson,ARU,female,12/4/1995,1.65,60,aquatics,0,0,0,0
544,Almat Kebispayev,KAZ,male,12/12/1987,1.66,59,wrestling,0,0,0,0
545,Almaz Ayana,ETH,female,11/21/1991,1.66,47,athletics,1,0,1,2
546,Almir Velagic,GER,male,8/22/1981,1.83,149,weightlifting,0,0,0,0
547,Almuth Schult,GER,female,2/9/1991,1.8,71,football,1,0,0,1
548,Alona Koshevatskiy,ISR,female,10/8/1997,1.7,53,gymnastics,0,0,0,0
549,Alona Ribakova,LAT,female,2/7/1991,1.76,63,aquatics,0,0,0,0
550,Alonso Edward,PAN,male,12/8/1989,1.81,76,athletics,0,0,0,0
551,Alonso Valdez Prado,PER,male,1/23/1978,1.7,68,equestrian,0,0,0,0
552,Alonzo Russell,BAH,male,2/8/1992,1.685,63.5,athletics,0,0,1,1
553,Alphas Leken Kishoyian,KEN,male,1/1/1994,1.67,59,athletics,0,0,0,0
554,Alphonce Felix Simbu,TAN,male,2/14/1992,1.74,55,athletics,0,0,0,0
555,Altobeli da Silva,BRA,male,12/3/1990,1.81,60,athletics,0,0,0,0
556,Alvaro Doda de Miranda,BRA,male,2/5/1973,1.86,86,equestrian,0,0,0,0
557,Alvaro Iglesias,ESP,male,3/1/1993,1.78,79,hockey,0,0,0,0
558,Alvaro Martin,ESP,male,6/18/1994,1.79,63,athletics,0,0,0,0
559,Alvaro de Arriba,ESP,male,6/2/1994,1.77,69,athletics,0,0,0,0
560,Alvin Singh,FIJ,male,6/9/1988,1.85,88,football,0,0,0,0
561,Alyce Burnett,AUS,female,8/11/1992,1.82,71,canoe,0,0,0,0
562,Alyn Camara,GER,male,3/31/1989,1.96,84,athletics,0,0,0,0
563,Alysbeth Felix,PUR,female,3/7/1993,1.71,59,athletics,0,0,0,0
564,Alysha Newman,CAN,female,6/29/1994,1.72,67,athletics,0,0,0,0
565,Alyson Dixon,GBR,female,9/24/1978,1.55,43,athletics,0,0,0,0
566,Alyssa Bull,AUS,female,12/1/1995,1.73,65,canoe,0,0,0,0
567,Alyssa Conley,RSA,female,4/27/1991,1.76,63,athletics,0,0,0,0
568,Alyssa Manley,USA,female,5/27/1994,1.58,53,hockey,0,0,0,0
569,Alyssa Naeher,USA,female,4/20/1988,1.75,61,football,0,0,0,0
570,Alyxandria Treasure,CAN,female,5/15/1992,1.55,68,athletics,0,0,0,0
571,Alzbeta Dufkova,CZE,female,4/19/1990,1.72,65,aquatics,0,0,0,0
572,Amadou Camara,GUI,male,9/10/1994,1.63,69,aquatics,0,0,0,0
573,Amadou Ndiaye,SEN,male,12/6/1992,1.8,80,athletics,0,0,0,0
574,Amaia Erbina,ESP,female,3/13/1997,1.71,68,rugby sevens,0,0,0,0
575,Amaka Ogoegbunam,NGR,female,3/3/1990,1.64,61,athletics,0,0,0,0
576,Amalie Dideriksen,DEN,female,5/24/1996,1.75,62,cycling,0,0,0,0
577,Amalie Iuel,NOR,female,4/17/1994,1.705,61,athletics,0,0,0,0
578,Amalie Thomsen,DEN,female,9/12/1994,1.66,60,canoe,0,0,0,0
579,Amaliya Sharoyan,ARM,female,6/19/1988,1.7,56,athletics,0,0,0,0
580,Aman Wote,ETH,male,4/18/1984,1.83,68,athletics,0,0,0,0
581,Amanda Araujo,BRA,female,2/23/1990,1.62,54,rugby sevens,0,0,0,0
582,Amanda Carr,THA,female,6/24/1990,1.65,60,cycling,0,0,0,0
583,Amanda Dlamini,RSA,female,7/22/1988,1.64,61,football,0,0,0,0
584,Amanda Elmore,USA,female,3/13/1991,1.81,79,rowing,1,0,0,1
585,Amanda Ilestedt,SWE,female,1/17/1993,1.78,65,football,0,0,0,0
586,Amanda Kurtovic,NOR,female,7/25/1991,1.75,66.5,handball,0,0,1,1
587,Amanda Ng,SIN,female,5/3/1994,1.7,68,sailing,0,0,0,0
588,Amanda Oliveira,BRA,female,1/6/1987,1.69,58,aquatics,0,0,0,0
589,Amanda Polk,USA,female,8/2/1986,1.81,83,rowing,1,0,0,1
590,Amanda Simeao,BRA,female,6/2/1994,1.66,62,fencing,0,0,0,0
591,Amanda Spratt,AUS,female,9/17/1987,1.61,55,cycling,0,0,0,0
592,Amanda Weir,USA,female,3/11/1986,1.88,77,aquatics,0,1,0,1
593,Amandine Henry,FRA,female,9/28/1989,1.71,64,football,0,0,0,0
594,Amandine Leynaud,FRA,female,5/2/1986,1.78,64,handball,0,1,0,1
595,Amandine Lhote,FRA,female,12/22/1986,1.68,64,canoe,0,0,0,0
596,Amanmurad Hommadov,TKM,male,1/28/1989,1.9,117,athletics,0,0,0,0
597,Amanuel Mesel,ERI,male,12/29/1990,1.77,59,athletics,0,0,0,0
598,Amar Music,CRO,male,3/21/1987,1.7,85,weightlifting,0,0,0,0
599,Amarhajy Mahamedau,BLR,male,4/12/1990,1.84,88,wrestling,0,0,0,0
600,Amas Daniel,NGR,male,4/26/1990,1.65,65,wrestling,0,0,0,0
601,Amber Campbell,USA,female,6/5/1981,1.71,90,athletics,0,0,0,0
602,Amber Hearn,NZL,female,11/28/1984,1.73,66,football,0,0,0,0
603,Amber Hill,GBR,female,8/21/1997,1.58,52,shooting,0,0,0,0
604,Ambroise Uwiragiye,RWA,male,12/31/1980,1.765,76,athletics,0,0,0,0
605,Ameen Zakkar,QAT,male,6/15/1994,1.95,100,handball,0,0,0,0
606,Ameer Webb,USA,male,3/19/1991,1.81,82,athletics,0,0,0,0
607,Amel Bouderra,FRA,female,3/26/1989,1.63,68,basketball,0,0,0,0
608,Amel Majri,FRA,female,1/25/1993,1.64,54,football,0,0,0,0
609,Amel Tuka,BIH,male,1/9/1991,1.87,77,athletics,0,0,0,0
610,Amela Terzic,SRB,female,1/2/1993,1.69,54,athletics,0,0,0,0
611,Amelia Belotti,ARG,female,11/17/1988,1.8,73,handball,0,0,0,0
612,Amelia Cozad,USA,female,5/6/1991,1.61,51,aquatics,0,0,0,0
613,Amelia Gibson,NZL,female,7/5/1991,1.72,71,hockey,0,0,0,0
614,Amelia Rosa Fournel,ARG,female,2/20/1977,1.6,50,shooting,0,0,0,0
615,Amelie Kretz,CAN,female,5/19/1993,1.68,53,triathlon,0,0,0,0
616,Amer Hrustanovic,AUT,male,6/11/1988,1.8,91,wrestling,0,0,0,0
617,Ami Kondo,JPN,female,5/9/1995,1.56,48,judo,0,0,1,1
618,Amidou Mir,FRA,male,1/1/1995,1.73,78,cycling,0,0,0,0
619,Amie Thompson,AUS,female,1/31/1996,1.67,58,aquatics,0,0,0,0
620,Amina Bettiche,ALG,female,12/14/1987,1.65,55,athletics,0,0,0,0
621,Amina Kajtaz,BIH,female,12/31/1996,1.73,62,aquatics,0,0,0,0
622,Amina Rouba,ALG,female,1/9/1986,1.73,60,rowing,0,0,0,0
623,Aminat Oluwafunmilayo Adeniyi,NGR,female,4/21/1993,1.65,58,wrestling,0,0,0,0
624,Aminath Shajan,MDV,female,10/29/1993,1.805,80,aquatics,0,0,0,0
625,Amine Bannour,TUN,male,2/21/1990,1.96,102,handball,0,0,0,0
626,Amine Belferar,ALG,male,2/16/1991,1.75,65,athletics,0,0,0,0
627,Amini Tuitavake Fonua,TGA,male,12/14/1989,1.86,80,aquatics,0,0,0,0
628,Aminu Umar,NGR,male,3/6/1995,1.72,85,football,0,0,1,1
629,Amir Ghafour,IRI,male,6/6/1991,2.02,90,volleyball,0,0,0,0
630,Amiran Papinashvili,GEO,male,6/17/1988,1.62,64,judo,0,0,0,0
631,Amit Ivry,ISR,female,9/2/1989,1.7,65,aquatics,0,0,0,0
632,Amjed Attwan,IRQ,male,3/12/1997,1.8,72,football,0,0,0,0
633,Ammar Abdulhussein,IRQ,male,2/13/1993,1.8,76,football,0,0,0,0
634,Ammara Pinto,MAW,female,9/14/1997,1.63,61,aquatics,0,0,0,0
635,Amna Bakhit,SUD,female,11/14/1990,1.75,59,athletics,0,0,0,0
636,Amnat Ruenroeng,THA,male,12/18/1979,1.64,61,boxing,0,0,0,0
637,Amor Ben Yahia,TUN,male,7/1/1985,1.76,63,athletics,0,0,0,0
638,Amro Elgeziry,EGY,male,11/29/1986,1.85,75,modern pentathlon,0,0,0,0
